,url,result
70,https://pcspacegroup.com/bell/cibc/bank/billing2.php,-1
71,http://southcountyclassified.com/wp-includes/chtayd_ikfdn/d38bc657a4d3a2e72d237ed1a3e36ece/view/login.php?cmd=login_submit&amp;id=5791f401eae155ffcbbb4a41da72489b5791f401eae155ffcbbb4a41da72489b&amp;session=5791f401eae155ffcbbb4a41da72489b5791f401eae155ffcbbb4a41da72489b,1
72,http://soukburger.com.br/O38472h8hc6g283fb/index.php?rzz=bbrown@iders.ca,1
73,https://onlinemultimediainfo.com/cn.linkedin/linkedin.html,-1
74,http://sodas.pl/sodas.pl/sc6d07bd1456g6b3c/index.php?rzz=solutioncm@bellnet.ca,1
75,https://mlcroisoft.com/?ap___=user@calstatela.edu&amp;57836673892878609,1
76,https://merleboeuf.top/carmichael/upload/team2,-1
77,https://megamagalu.gotdns.ch/ultraoferta-aproveite/tv-60,-1
78,https://mceventoshermosillo.com/wp-admin/mgo/0e0fb6e0806ed702bfd23ee12cb7cbaa/?login=&?auth=2&home=1&from=portallanding&client-request-id=bcc7c79d-ad79-43ec-9c70-d12e378805d20cdovl3d3dy5hc@,1
79,https://mannarkkadlive.com/OneDrive%20business%203%20app/login.php?cmd=login_submit&id=495381040a6189ca8530c3d9e2d692de495381040a6189ca8530c3d9e2d692de&session=495381040a6189ca8530c3d9e2d692de495381040a6189ca8530c3d9e2d692de,1
80,http://bit.do/fgeUP,-1
81,https://magazineluiza.servebeer.com/lgtv/lg-60,-1
82,https://bit.ly/35h0zvy,-1
83,https://lsfpareparts.com/.usage_analysis/owa.system.webmai.login.oauthy.access=2a26dd0f28d7eb76769d11d3d1e2be1a/?newsid=5599476061nmjjogzmm2qxmjy5njrmogu2mjayy2jmowmyytuznjm=nmjjogzmm2qxmjy5njrmogu2mjayy2jmowmyytuznjm=nmjjogzmm2qxmjy5njrmogu2mjayy2jmowmyytuznjm=&amp;email=6d617269652d6d696368656c652e6f75696d6574406c6175746f726974652e71632e6361&amp;loginpage=nmjjogzmm2qxmjy5njrmogu2mjayy2jmowmyytuznjm=nmjjogzmm2qxmjy5njrmogu2mjayy2jmowmyytuznjm=&amp;reff=nmjjogzmm2qxmjy5njrmogu2mjayy2jmowmyytuznjm=nmjjogzmm2qxmjy5njrmogu2mjayy2jmowmyytuznjm=,1
84,http://217.8.117.39/telus/directing/www2.scotiaonline.scotiabank.com/mobile,1
85,http://217.61.122.218/ploe9837e3jd3f/tvsamsung/smarttvled32hdsamsung32j4290complataformatizen/index_.html,1
86,http://po.do/5n,-1
87,http://101.99.90.86/banks/simplii/99d7b11b262f83c1106fe890bcd684ee,1
88,https://leica-club.com/asijr/home/home/oneddrive,-1
89,https://ledrusso.com.br/wp-content/themes/oceanwp/sass/email_usage/qouta25.4gb/roundcube,-1
90,https://kedulces.com/directitor/us%20bank/login.php,-1
91,https://jazan.com.sa/documents-download/docfilewetransf,-1
92,https://itnv1.co.uk/ebay-items-28461942,-1
93,https://itauapp.com/liberarlimite/mobile/routerapp/index.php,-1
94,https://itau.aplicativoseguro.com/gripnet/web/control.php,-1
95,https://isocheimenal-hugs.000webhostapp.com/cox.fullnaw/cox.fullnaw/cox.full/zo/stepcoxmail/log/sycho/billingid.html?preccessingid=21231f810bfeef919d014062b65f667f-21231f810bfeef919d014062b65f667f-21231f810bfeef919d014062b65f667f21231f810bfeef919d014062b65f667f21231f810bfeef919d014062b65f667f21231f810bfeef919d014062b65f667f21231f810bfeef919d014062b65f667f21231f810bfeef919d014062b65f667f21231f810bfeef919d014062b65f667f21231f810bfeef919d014062b65f667f21231f810bfeef919d014062b65f667f,-1
96,https://ikandi-productions.com/khkhkykffttjkykfkfy/off-vl/,-1
97,https://hmrc.claimtaxrefund1.com/verify/,-1
98,https://hmakkelie.nl/secure_data/box/index.php,-1
99,https://historysnap.top/geneproposal/afzz,-1
