url,protocol,domain,subdomain,tld,fld,path,havingIP,http,longurl,atinurl,slash,hypen,dots,phishterm,shorten,httpinpath,phishtld,phishing
http://aciadonotebook.com.br/contato/,http,aciadonotebook.com.br,,com.br,aciadonotebook.com.br,/contato/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
http://action-loginlink.action.scoran.com/WhatsApp/index.php...,http,action-loginlink.action.scoran.com,action-loginlink.action,com,scoran.com,/WhatsApp/index.php...,-1,1,0,-1,-1,1,0,1,-1,-1,-1,1
http://adm692.at.ua/reconfirm_now.html,http,adm692.at.ua,adm692,ua,at.ua,/reconfirm_now.html,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
http://agroeconom.kz/api/getn.php?id=amJsb29kc3dvcnRoQGljc25ld3lvcmsuY...,http,agroeconom.kz,,kz,agroeconom.kz,/api/getn.php,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://alex-logistic.com.ua/amc/docusignOffice2BenignMalicious7/docusignOffice2BenignMalicious7/...,http,alex-logistic.com.ua,,com.ua,alex-logistic.com.ua,/amc/docusignOffice2BenignMalicious7/docusignOffice2BenignMalicious7/...,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1
http://alilaanji.cn/ink/ServiceL=ogin%253fservice=mail&passive=tru...,http,alilaanji.cn,,cn,alilaanji.cn,/ink/ServiceL=ogin%253fservice=mail&passive=tru...,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://alkatheebinteriors.com/info/sites/,http,alkatheebinteriors.com,,com,alkatheebinteriors.com,/info/sites/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://alphagraphics.com.sa/graphics,http,alphagraphics.com.sa,,com.sa,alphagraphics.com.sa,/graphics,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://amazingdealfx.com/Power/Win/,http,amazingdealfx.com,,com,amazingdealfx.com,/Power/Win/,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://amiba.ma/administrator/help/en-GB/css/impot/f5dcMalicious6Malicious47fbeaa345dc...,http,amiba.ma,,ma,amiba.ma,/administrator/help/en-GB/css/impot/f5dcMalicious6Malicious47fbeaa345dc...,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://ammanchamber.com.ng/ACC6/adbb/ad/,http,ammanchamber.com.ng,,com.ng,ammanchamber.com.ng,/ACC6/adbb/ad/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://ana-fashion.com/admin/css/s.p/jkh.html,http,ana-fashion.com,,com,ana-fashion.com,/admin/css/s.p/jkh.html,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
http://andahohoMalicious5.mystagingwebsite.com/wp-content/plugins/deeid/deeid/...,http,andahohoMalicious5.mystagingwebsite.com,andahohomalicious5,com,mystagingwebsite.com,/wp-content/plugins/deeid/deeid/...,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://anetteportfolio.com/wp-includes/pomo,http,anetteportfolio.com,,com,anetteportfolio.com,/wp-includes/pomo,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://anime-srbija.ucoz.com/publ/anime_Malicious/btooom/btooom_epizoda_8/Malicious92-...,http,anime-srbija.ucoz.com,anime-srbija,com,ucoz.com,/publ/anime_Malicious/btooom/btooom_epizoda_8/Malicious92-...,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1
http://aquariumfishadvisor.com/wp-includes/js,http,aquariumfishadvisor.com,,com,aquariumfishadvisor.com,/wp-includes/js,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://arsactextil.com/it/cgi-bin/webscrcmd-_login-submit.dispatch=aHR...,http,arsactextil.com,,com,arsactextil.com,/it/cgi-bin/webscrcmd-_login-submit.dispatch=aHR...,-1,1,0,-1,-1,-1,-1,1,-1,-1,-1,1
http://artesaniamantasdelana.com/js/infortis/jquery/plugins/mcolorpick...,http,artesaniamantasdelana.com,,com,artesaniamantasdelana.com,/js/infortis/jquery/plugins/mcolorpick...,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://arvindndesign.com/eventsss/T/YMalicious.html,http,arvindndesign.com,,com,arvindndesign.com,/eventsss/T/YMalicious.html,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://assurezMalicious.beget.tech/ameli/contact/moncompte/logo/secure/8aBenign397e...,http,assurezMalicious.beget.tech,assurezmalicious,tech,beget.tech,/ameli/contact/moncompte/logo/secure/8aBenign397e...,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1
http://atnmusic.tv/css/,http,atnmusic.tv,,tv,atnmusic.tv,/css/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://attorneycreditcardservices.com/file.php?document=bWlrZS5wYXRBenignZX...,http,attorneycreditcardservices.com,,com,attorneycreditcardservices.com,/file.php,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://auctionstealth.com/wp-login.php,http,auctionstealth.com,,com,auctionstealth.com,/wp-login.php,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
http://audumbarfarms.com/wp-includes/Text,http,audumbarfarms.com,,com,audumbarfarms.com,/wp-includes/Text,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://automotivepartsuppliers.com/sd/anz.co.nz/app/clg/login.php...,http,automotivepartsuppliers.com,,com,automotivepartsuppliers.com,/sd/anz.co.nz/app/clg/login.php...,-1,1,0,-1,-1,-1,-1,1,-1,-1,-1,1
http://avanteit.com/,http,avanteit.com,,com,avanteit.com,/,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://awrqpublishing.net/bh/Adobe/,http,awrqpublishing.net,,net,awrqpublishing.net,/bh/Adobe/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://bancobic-pt.com/,http,bancobic-pt.com,,com,bancobic-pt.com,/,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1
http://banortem.com/palcjsc/,http,banortem.com,,com,banortem.com,/palcjsc/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://banrimailing.com.br/,http,banrimailing.com.br,,com.br,banrimailing.com.br,/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
http://baseportal.com/cgi-bin/baseportal.pl?htx=/capitecza/main&lo...,http,baseportal.com,,com,baseportal.com,/cgi-bin/baseportal.pl,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://bassanigroup.com/vlkiol/,http,bassanigroup.com,,com,bassanigroup.com,/vlkiol/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://bayrootmarket.com/dom/edu/indexx.html,http,bayrootmarket.com,,com,bayrootmarket.com,/dom/edu/indexx.html,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://bayrootmarket.com/urt/zipp/home/,http,bayrootmarket.com,,com,bayrootmarket.com,/urt/zipp/home/,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://bcpredirruc.com/prem2/,http,bcpredirruc.com,,com,bcpredirruc.com,/prem2/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://beyaznehir.com.tr/rice/biz/,http,beyaznehir.com.tr,,com.tr,beyaznehir.com.tr,/rice/biz/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://bharateshbca.com/wp-content/Portal/Santander.com.br/br/Malicious_acesso...,http,bharateshbca.com,,com,bharateshbca.com,/wp-content/Portal/Santander.com.br/br/Malicious_acesso...,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://bhleatherrepairs.com/kia/yah/validate.htm...,http,bhleatherrepairs.com,,com,bhleatherrepairs.com,/kia/yah/validate.htm...,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://bigsports.me/watch/3/hsbc-sevens-world-series-dubai.html...,http,bigsports.me,,me,bigsports.me,/watch/3/hsbc-sevens-world-series-dubai.html...,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://bist.ac.bd/cgi/index.html,http,bist.ac.bd,,ac.bd,bist.ac.bd,/cgi/index.html,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://bit.do/AppSantaFree2BenignMalicious7,http,bit.do,,do,bit.do,/AppSantaFree2BenignMalicious7,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://bit.do/dwz4h,http,bit.do,,do,bit.do,/dwz4h,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://bitly.com/2kfUV9Q,http,bitly.com,,com,bitly.com,/2kfUV9Q,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://bitly.com/santa-acesso,http,bitly.com,,com,bitly.com,/santa-acesso,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,http,blackhogriflecompany.com,,com,blackhogriflecompany.com,/cashie/pend/cp-session/webmail-message...,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://blog.crowdfundingplace.co.uk/wp-includes/js/vestecol/Benignaf253acMaliciousb...,http,blog.crowdfundingplace.co.uk,blog,co.uk,crowdfundingplace.co.uk,/wp-includes/js/vestecol/Benignaf253acMaliciousb...,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,1
http://blog.crowdfundingplace.co.uk/wp-includes/js/vestecol/5cebMalicious6BenignBenignf5...,http,blog.crowdfundingplace.co.uk,blog,co.uk,crowdfundingplace.co.uk,/wp-includes/js/vestecol/5cebMalicious6BenignBenignf5...,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,1
http://boatntime.com/upload/boatbanner/online/ppl/dir/index.php...,http,boatntime.com,,com,boatntime.com,/upload/boatbanner/online/ppl/dir/index.php...,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://boonwurrung.org.au/wp-includes/js/,http,boonwurrung.org.au,,org.au,boonwurrung.org.au,/wp-includes/js/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://botworlddotcom.blogspot.ca/2BenignMalicious5/Benign5/paypal-money-adder-ultimate-...,http,botworlddotcom.blogspot.ca,,blogspot.ca,botworlddotcom.blogspot.ca,/2BenignMalicious5/Benign5/paypal-money-adder-ultimate-...,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://bristollab.com/app/redirection/rdt.php?track=wkvf5refyruw4yccge...,http,bristollab.com,,com,bristollab.com,/app/redirection/rdt.php,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://brooksmadonald.com/,http,brooksmadonald.com,,com,brooksmadonald.com,/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://buklet.ru/NEWPAGE/wmsvr.html?spin=89283js&Email=hema_jaikum...,http,buklet.ru,,ru,buklet.ru,/NEWPAGE/wmsvr.html,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://burnhamsuitesbaguio.com/ment/googledrivee/...,http,burnhamsuitesbaguio.com,,com,burnhamsuitesbaguio.com,/ment/googledrivee/...,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://calzados32.webcindario.com/app/facebook.com/?key=w2BenignP9efQ7iL49P...,http,calzados32.webcindario.com,calzados32,com,webcindario.com,/app/facebook.com/,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://camping.stacja.office.doradigital.pl/wp-content/uploads/standar...,http,camping.stacja.office.doradigital.pl,camping.stacja.office,pl,doradigital.pl,/wp-content/uploads/standar...,-1,1,0,-1,-1,-1,1,-1,-1,-1,-1,1
http://canecasnbc.com.br/js/tiny_mce/,http,canecasnbc.com.br,,com.br,canecasnbc.com.br,/js/tiny_mce/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
http://canyinsoft.net:9BenignBenign2/jmx-console/ca_CA/,http,canyinsoft.net:9BenignBenign2,,net,canyinsoft.net,/jmx-console/ca_CA/,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://caribbeanguestservices.com/wp-content/themes/Directory/images/t...,http,caribbeanguestservices.com,,com,caribbeanguestservices.com,/wp-content/themes/Directory/images/t...,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://caringplushomecare.com/adamu/oracle/index.html...,http,caringplushomecare.com,,com,caringplushomecare.com,/adamu/oracle/index.html...,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://carreloadmailer.com/aol.login/index.htm...,http,carreloadmailer.com,,com,carreloadmailer.com,/aol.login/index.htm...,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
http://carringtonarchitecturaljoiners.com/wp-content/themes/kuma/perso...,http,carringtonarchitecturaljoiners.com,,com,carringtonarchitecturaljoiners.com,/wp-content/themes/kuma/perso...,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://casaforsalerealestate.com/fomfix/form/,http,casaforsalerealestate.com,,com,casaforsalerealestate.com,/fomfix/form/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://casaqui.com.br/deco.php,http,casaqui.com.br,,com.br,casaqui.com.br,/deco.php,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
http://celularaldia.com/wp-content/plugins/drop/...,http,celularaldia.com,,com,celularaldia.com,/wp-content/plugins/drop/...,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://centraljerseyinjury.com/wellsssfix/wellsss/wellsss/fb96282Malicious72/...,http,centraljerseyinjury.com,,com,centraljerseyinjury.com,/wellsssfix/wellsss/wellsss/fb96282Malicious72/...,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://chanceto.com-all.club/en/walmart/?ref=wegotmedia.co&action=view...,http,chanceto.com-all.club,chanceto,club,com-all.club,/en/walmart/,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,1
http://chandidasmahavidyalaya.org/bs/2/login.htm...,http,chandidasmahavidyalaya.org,,org,chandidasmahavidyalaya.org,/bs/2/login.htm...,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
http://chase.com.us.x.access.oacnt.com/verification/BEBenign532Malicious6BC63CMC6AA...,http,chase.com.us.x.access.oacnt.com,chase.com.us.x.access,com,oacnt.com,/verification/BEBenign532Malicious6BC63CMC6AA...,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,1
http://checkit.spipino.us/o/4956425,http,checkit.spipino.us,checkit,us,spipino.us,/o/4956425,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://chehiwat-barzizoui.com/2BenignMalicious7/BenignMalicious/blog-post_27.html...,http,chehiwat-barzizoui.com,,com,chehiwat-barzizoui.com,/2BenignMalicious7/BenignMalicious/blog-post_27.html...,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1
http://chom.co.th/mergers/cre/dpbox/cf67538e9ad7dcMaliciouseac5e45f3f29c5344/...,http,chom.co.th,,co.th,chom.co.th,/mergers/cre/dpbox/cf67538e9ad7dcMaliciouseac5e45f3f29c5344/...,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://chom.co.th/mergers/cre/dpbox/e64Benignfb7245bcb3a725ef657c9a2bBenignf32/...,http,chom.co.th,,co.th,chom.co.th,/mergers/cre/dpbox/e64Benignfb7245bcb3a725ef657c9a2bBenignf32/...,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://click-cpa.net/out?zoneId=Malicious466739-Malicious46689Benign...,http,click-cpa.net,,net,click-cpa.net,/out,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,1
http://confext.com/mail/verify.php?cmd=login_submit&id=2f7f5cBenignMalicious7ef...,http,confext.com,,com,confext.com,/mail/verify.php,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,1
http://confraria.net/plugins/plk/,http,confraria.net,,net,confraria.net,/plugins/plk/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://contasinativa.esy.es/d/internet.dosegmento%3dCIDADAO48Malicious47apc/pr...,http,contasinativa.esy.es,contasinativa,es,esy.es,/d/internet.dosegmento%3dCIDADAO48Malicious47apc/pr...,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://coroat.org/admin/plx/amaloams/hs/Validation/login.php?https://l...,http,coroat.org,,org,coroat.org,/admin/plx/amaloams/hs/Validation/login.php,-1,1,0,-1,1,-1,-1,1,-1,-1,-1,1
http://crazytaste.gr/homepage/,http,crazytaste.gr,,gr,crazytaste.gr,/homepage/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://cruzeiro6.temp.swtest.ru/promo/47FbChchqmg9nyW2mMhT6hzSL6QuQ9ch...,http,cruzeiro6.temp.swtest.ru,cruzeiro6.temp,ru,swtest.ru,/promo/47FbChchqmg9nyW2mMhT6hzSL6QuQ9ch...,-1,1,0,-1,-1,-1,0,-1,-1,-1,-1,1
http://cultura.temaseiros.org/3966324645-itazura-na-kiss-the-movie-hig...,http,cultura.temaseiros.org,cultura,org,temaseiros.org,/3966324645-itazura-na-kiss-the-movie-hig...,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://customer-center-customer-idppBenignBenignc659.autoshine.ge/Upfate/6aBenignfc97...,http,customer-center-customer-idppBenignBenignc659.autoshine.ge,customer-center-customer-idppbenignbenignc659,ge,autoshine.ge,/Upfate/6aBenignfc97...,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1
http://cutt.us/tl8bv/,http,cutt.us,,us,cutt.us,/tl8bv/,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
http://dMaliciouspl8rqultqpm5.cloudfront.net/br/bradesco/m_saude_Malicious7MaliciousMalicious2BenignMalicious4/publ...,http,dMaliciouspl8rqultqpm5.cloudfront.net,,cloudfront.net,dmaliciouspl8rqultqpm5.cloudfront.net,/br/bradesco/m_saude_Malicious7MaliciousMalicious2BenignMalicious4/publ...,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://dailyapple.org/sm/hbb/hbb/hbb/yinput/id.php?l=_JeHFUq_VJOXKBenignQWH...,http,dailyapple.org,,org,dailyapple.org,/sm/hbb/hbb/hbb/yinput/id.php,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://danilobd.blogspot.de/p/httpswwwyoutubecom.html...,http,danilobd.blogspot.de,,blogspot.de,danilobd.blogspot.de,/p/httpswwwyoutubecom.html...,-1,1,0,-1,-1,-1,-1,-1,-1,1,-1,1
http://daotao.sgu.edu.vn/components/com_default/modulo-acesso2BenignMalicious7/...,http,daotao.sgu.edu.vn,daotao,edu.vn,sgu.edu.vn,/components/com_default/modulo-acesso2BenignMalicious7/...,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,1
http://darelchimal.net/,http,darelchimal.net,,net,darelchimal.net,/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://db.clickexperts.net/mailtrack3/server/redirect.php?user=262Benign999...,http,db.clickexperts.net,db,net,clickexperts.net,/mailtrack3/server/redirect.php,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://dbuiiykayv.saledirecta.su/,http,dbuiiykayv.saledirecta.su,dbuiiykayv,su,saledirecta.su,/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://department-acces-account.com/facebook-service/Payment-update-Benign....,http,department-acces-account.com,,com,department-acces-account.com,/facebook-service/Payment-update-Benign....,-1,1,1,-1,-1,1,-1,-1,1,-1,-1,1
http://deshonlineit.com/ooo/all/index.php?username=x...,http,deshonlineit.com,,com,deshonlineit.com,/ooo/all/index.php,-1,1,0,-1,-1,-1,-1,-1,1,-1,-1,1
http://designartuae.com/wp-content/pokerface.php...,http,designartuae.com,,com,designartuae.com,/wp-content/pokerface.php...,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://dev.team6t9.com/wp-content/uploads/identity.php...,http,dev.team6t9.com,dev,com,team6t9.com,/wp-content/uploads/identity.php...,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://diqiubaike.com/blog/wp-content/unwillingly.php...,http,diqiubaike.com,,com,diqiubaike.com,/blog/wp-content/unwillingly.php...,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://distanakbun.minutkab.go.id/wp-admin/images/olagoodocii/gledrive...,http,distanakbun.minutkab.go.id,distanakbun,go.id,minutkab.go.id,/wp-admin/images/olagoodocii/gledrive...,-1,1,0,-1,-1,-1,0,-1,-1,-1,-1,1
http://doelger.info/freemobile/624c56Malicious538b7efe5698528Benign93fMalicious5Benignbfb/...,http,doelger.info,,info,doelger.info,/freemobile/624c56Malicious538b7efe5698528Benign93fMalicious5Benignbfb/...,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://domeleconfort.fr/,http,domeleconfort.fr,,fr,domeleconfort.fr,/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://domruan.me/bb/#BenignMaliciousBenignBenignMalicious5ds688fdf=sdflksdf6d...,http,domruan.me,,me,domruan.me,/bb/,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://donex-ua.narod.ru/index.htm,http,donex-ua.narod.ru,donex-ua,ru,narod.ru,/index.htm,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1
http://dorfaknasb.ir/images/banners/a/https/bankofamerica/secure_ssl/l...,http,dorfaknasb.ir,,ir,dorfaknasb.ir,/images/banners/a/https/bankofamerica/secure_ssl/l...,-1,1,0,-1,-1,-1,-1,1,-1,1,-1,1
http://drive.google.com/file/d/BenignB8zJdR9RNu-xMUFYYUdHeHFmcTQ/view?usp=d...,http,drive.google.com,drive,com,google.com,/file/d/BenignB8zJdR9RNu-xMUFYYUdHeHFmcTQ/view,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://drkenherman.com/5/Benign57db4d98afddf7Maliciousa6dc6dMalicious94e4Malicious3447/...,http,drkenherman.com,,com,drkenherman.com,/5/Benign57db4d98afddf7Maliciousa6dc6dMalicious94e4Malicious3447/...,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://drukarniauv.pl/wp-sc/moc.htm,http,drukarniauv.pl,,pl,drukarniauv.pl,/wp-sc/moc.htm,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://ebauonlinestore.com/inv/,http,ebauonlinestore.com,,com,ebauonlinestore.com,/inv/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://ejemplo.acomepesado.net/online/kiwi.co.nz/app/kiwi/details.php...,http,ejemplo.acomepesado.net,ejemplo,net,acomepesado.net,/online/kiwi.co.nz/app/kiwi/details.php...,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://elseetmofeeda.com/t8553-topic/,http,elseetmofeeda.com,,com,elseetmofeeda.com,/t8553-topic/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://emiliedalydesigns.com/wp-content/upgrade/drive...,http,emiliedalydesigns.com,,com,emiliedalydesigns.com,/wp-content/upgrade/drive...,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
http://enslinhomes.com/fmn,http,enslinhomes.com,,com,enslinhomes.com,/fmn,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://enslinhomes.com/fmn/,http,enslinhomes.com,,com,enslinhomes.com,/fmn/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://envios.bpservimed.com/cgi-bin/dada/mail.cgi/s/CIR_2BenignMalicious3/Atije/dt...,http,envios.bpservimed.com,envios,com,bpservimed.com,/cgi-bin/dada/mail.cgi/s/CIR_2BenignMalicious3/Atije/dt...,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://envirocloud.solutions/microsofft/document/bmg/others?rand=Malicious3Inb...,http,envirocloud.solutions,,solutions,envirocloud.solutions,/microsofft/document/bmg/others,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://errBenignr-pBenignrnhub-cBenignde-5BenignMalicious9.usa.cc/main,http,errBenignr-pBenignrnhub-cBenignde-5BenignMalicious9.usa.cc,errbenignr-pbenignrnhub-cbenignde-5benignmalicious9,cc,usa.cc,/main,-1,1,0,-1,-1,1,-1,-1,-1,-1,1,1
http://espiritovencedor.com.br/system/,http,espiritovencedor.com.br,,com.br,espiritovencedor.com.br,/system/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
http://esquinaelectricos.com/libraries/vendor/...,http,esquinaelectricos.com,,com,esquinaelectricos.com,/libraries/vendor/...,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
http://estivalert.com//att/yahoo/login_verify2&.src=ym/mail.html...,http,estivalert.com,,com,estivalert.com,//att/yahoo/login_verify2&.src=ym/mail.html...,-1,1,0,-1,1,-1,-1,1,1,-1,-1,1
